code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,myProfit,label1
002836,新宏泽,广告包装,广东,91.24,0.4,1.6,50964.34,26504.78,18055.9,3493.9,0.22,0.179,2.55,8.55,20161229,18433.57,1.15,-11.2,-4.5,35.35,17.42,23001.0,21.44,23.3,22.88,21.44,36446.01,1.58,7.42,21.69,22.689,25.305,18160.02,17442.23,15727.66,9.11,-0.32,False
300526,中潜股份,专用机械,广东,72.58,0.6,1.71,78667.57,22997.17,7618.03,8742.91,0.51,0.2,3.03,6.2,20160802,22937.06,1.34,5.95,43.56,31.6,11.81,17208.0,19.77,20.15,20.08,19.57,13101.88,0.51,2.61,20.01,20.819,22.383,15707.83,18640.81,22199.84,2.19,-0.32,False
603508,思维列控,软件服务,河南,48.28,0.65,1.6,269047.03,221660.84,15019.88,134398.06,8.4,0.63,15.71,2.58,20151224,91383.42,5.71,-25.85,-5.65,57.71,31.74,25112.0,44.9,45.44,45.26,44.31,3258.0,0.76,1.71,45.016,46.124,49.654,4855.97,8961.75,12199.75,0.5,-0.32,False
603869,北部湾旅,旅游服务,广西,29.7,1.12,3.49,591425.0,330391.94,81543.71,278256.69,7.98,0.548,10.51,2.07,20150326,48989.8,1.4,322.08,104.0,40.49,11.7,18563.0,22.36,22.68,22.63,22.3,7066.52,0.27,1.21,22.52,22.761,23.356,9049.36,10351.35,13671.16,0.63,-0.33,False
300209,天泽信息,软件服务,江苏,59.92,2.44,2.92,256140.47,131878.0,10586.91,148182.86,5.07,0.249,6.98,2.85,20110426,25071.85,0.86,22.56,37.39,37.2,13.02,29038.0,19.9,20.52,20.49,19.9,37422.97,0.6,3.02,20.178,21.579,23.24,45133.28,54864.71,87679.74,1.54,-0.33,False
300596,利安隆,化工原料,天津,28.88,0.45,1.8,134531.41,88554.31,28998.27,34020.44,1.89,0.53,4.83,4.14,20170119,32438.61,1.8,47.62,27.14,27.91,10.72,13560.0,19.01,19.64,19.46,19.01,11585.14,0.29,1.51,19.76,20.893,22.392,13517.48,23182.03,42896.45,2.57,-0.33,False
600885,宏发股份,电气设备,湖北,29.16,5.32,5.32,769039.25,443657.09,188969.63,66337.21,1.25,1.097,7.27,5.87,19960205,230209.47,4.33,21.62,21.95,41.18,12.93,8764.0,42.29,43.11,42.49,41.61,42430.59,0.68,1.63,42.484,42.802,43.182,39976.15,34438.98,33535.67,0.8,-0.34,False
000590,启迪古汉,中成药,湖南,169.45,2.23,2.39,81560.31,45711.01,13596.9,41545.44,1.73,0.061,2.32,5.95,19960119,-14610.22,-0.61,-3.02,18.38,55.74,6.67,12167.0,14.12,14.17,14.13,14.03,4832.0,0.08,0.57,14.254,14.344,14.503,8498.71,11084.64,11957.83,0.22,-0.34,False
300556,丝路视觉,软件服务,深圳,150.39,0.78,1.11,55697.05,47118.5,3596.03,18538.51,1.67,0.107,3.58,5.99,20161104,8906.71,0.8,24.12,2.29,40.22,3.51,13819.0,23.59,23.7,23.56,23.12,15056.0,0.36,1.55,23.596,24.085,25.525,11168.8,11931.59,15298.6,1.94,-0.34,False
002456,欧菲科技,元器件,深圳,41.45,26.58,27.15,3128681.75,1924986.0,767269.88,295511.72,1.09,0.376,3.3,6.3,20100803,350276.44,1.29,28.69,80.3,12.59,4.18,79494.0,22.36,22.98,22.75,22.24,317408.09,0.66,2.99,23.366,23.968,23.827,385475.73,439614.88,441509.51,1.19,-0.34,False
002353,杰瑞股份,化工机械,山东,187.17,6.67,9.58,1005823.88,727054.38,168495.63,370060.66,3.86,0.051,8.25,1.54,20100205,304030.31,3.17,10.23,-53.48,24.12,2.38,69903.0,14.45,14.56,14.53,14.31,44191.05,0.06,0.41,14.658,14.888,15.344,49697.56,67922.26,85032.35,0.66,-0.34,False
300011,鼎汉技术,运输设备,北京,218.58,4.47,5.59,434665.19,226214.7,54696.16,132128.59,2.37,0.037,4.62,2.32,20091030,65136.71,1.17,25.37,-66.92,34.75,2.54,30141.0,11.56,11.7,11.67,11.51,19020.03,0.09,0.78,11.748,12.159,12.942,22387.57,31161.1,47595.92,0.43,-0.34,False
603567,珍宝岛,中成药,黑龙江,25.42,2.73,8.49,636584.69,420602.16,117110.36,122516.02,1.44,0.418,5.3,2.67,20150424,217023.95,2.56,32.05,-6.5,59.31,18.44,31050.0,15.11,15.15,15.13,15.02,6980.35,0.02,0.13,15.146,15.21,15.584,10562.55,11688.23,12608.5,0.26,-0.34,False
300033,同花顺,软件服务,浙江,43.57,2.64,5.38,415478.13,368616.84,36987.07,35677.57,0.66,0.876,5.43,9.37,20091225,182284.31,3.39,-17.49,-34.78,89.03,47.76,43006.0,50.25,51.33,51.16,50.24,38694.29,0.9,1.79,51.128,52.494,54.407,37189.35,38339.69,38223.64,1.47,-0.34,False
300418,昆仑万维,互联网,北京,33.67,4.51,11.52,766781.31,223022.59,2334.51,146379.86,1.27,0.5,3.59,6.25,20150121,175823.69,1.53,44.89,16.88,80.22,21.56,92814.0,20.38,21.15,21.08,20.33,133755.16,0.81,4.0,20.63,21.359,22.43,128028.76,131132.81,142331.59,2.96,-0.34,False
603990,麦迪科技,软件服务,江苏,72.37,0.6,0.81,58500.41,35868.9,21339.22,17648.65,2.18,0.362,5.07,6.88,20161208,16651.86,2.06,14.44,35.26,76.46,17.56,7738.0,33.4,33.74,33.66,33.01,2405.0,0.29,0.87,34.482,35.165,37.18,4612.58,5275.13,6240.27,1.2,-0.34,False
603669,灵康药业,化学制药,西藏,40.08,0.86,2.6,148819.48,101091.36,27731.16,64725.1,2.49,0.372,4.75,4.19,20150528,26655.13,1.03,79.56,-4.5,75.29,16.76,24263.0,20.05,20.24,20.19,20.01,3389.0,0.14,0.7,20.336,20.939,21.392,7396.73,9383.13,8905.64,0.39,-0.35,False
300416,苏试试验,电器仪表,江苏,63.05,0.64,1.26,88977.15,57737.35,20823.45,13792.86,1.1,0.3,4.05,6.23,20150122,22888.52,1.82,34.48,24.56,44.95,10.96,7600.0,25.34,25.8,25.4,25.0,3927.0,-0.08,-0.31,25.546,25.819,27.108,4939.64,5858.02,6586.18,0.61,-0.35,False
300569,天能重工,专用机械,山东,34.15,0.8,1.5,222570.47,190325.25,13142.15,90081.38,6.0,0.467,11.02,1.93,20161125,55790.86,3.72,-37.83,-54.06,28.35,14.83,17715.0,23.32,23.48,23.27,22.89,14492.2,-0.15,-0.64,23.356,24.364,26.081,9672.48,10187.21,9391.59,1.81,-0.35,False
002414,高德红外,电器仪表,湖北,176.38,4.76,6.24,413112.63,224328.91,70186.78,206710.52,3.31,0.072,5.11,3.31,20100716,43882.8,0.7,-30.16,6.96,51.87,13.29,21588.0,17.2,17.54,17.51,17.2,13179.16,0.19,1.1,17.74,17.804,17.929,24705.63,23940.19,22777.37,0.28,-0.35,False
300250,初灵信息,通信设备,浙江,53.73,1.26,2.32,181046.47,71549.84,1469.89,111835.21,4.81,0.227,7.17,2.27,20110803,28993.25,1.25,-9.7,-29.14,65.79,21.43,21769.0,15.78,16.08,16.06,15.61,12702.64,0.25,1.58,15.872,16.315,17.148,17595.49,19567.65,20322.32,1.01,-0.35,False
002123,梦网集团,互联网,辽宁,32.4,5.91,8.62,689284.69,326309.97,46885.55,291239.63,3.38,0.245,5.9,1.8,20070328,121617.07,1.41,-9.09,25.4,30.25,12.47,61382.0,10.96,11.16,10.96,10.69,112363.49,-0.05,-0.45,10.972,10.749,10.837,130425.65,102738.39,81500.7,1.9,-0.35,False
603566,普莱柯,生物制药,河南,57.25,1.62,3.24,176914.47,110013.15,34531.01,47535.23,1.47,0.285,4.71,4.62,20150518,68116.56,2.1,-10.7,-40.83,69.62,24.25,11281.0,24.62,25.1,25.06,24.5,7158.07,0.23,0.93,24.632,24.72,24.231,7279.41,10703.13,10193.44,0.44,-0.35,False
600062,华润双鹤,化学制药,北京,20.7,6.86,8.69,928904.0,461487.84,233279.97,65991.21,0.76,0.834,8.44,2.73,19970522,544748.56,6.27,14.65,20.51,57.03,15.24,21283.0,23.9,24.08,23.76,23.11,76288.22,-0.24,-1.0,23.982,24.007,22.973,74800.2,104823.89,96820.34,1.11,-0.35,False
300583,赛托生物,生物制药,山东,71.51,0.27,1.07,196447.81,126220.82,53056.85,112653.56,10.56,0.44,15.4,2.62,20170106,36979.0,3.47,31.95,-37.64,19.12,8.97,20226.0,43.0,43.97,43.75,43.0,2815.87,0.82,1.91,43.444,44.245,45.765,2852.99,4387.73,5541.57,1.06,-0.35,False
300519,新光药业,中成药,浙江,30.44,0.99,1.6,73183.8,59036.48,3749.75,16128.9,1.01,0.469,4.22,4.51,20160624,30582.18,1.91,-3.07,-11.14,61.17,33.71,14556.0,20.06,20.5,20.45,20.02,5362.44,0.05,0.24,20.818,21.589,22.889,4354.09,5969.33,11137.39,0.54,-0.35,False
600774,汉商集团,百货,湖北,331.05,1.74,1.75,166677.48,12229.99,110162.27,12893.73,0.74,0.044,3.29,5.92,19961108,19271.97,1.1,6.28,12.13,33.28,1.09,11515.0,19.89,20.06,20.04,19.76,7735.47,0.28,1.42,19.74,19.63,19.354,7947.43,14781.67,11100.21,0.44,-0.35,False
002727,一心堂,医药商业,云南,24.21,2.84,5.21,609507.63,436677.69,51356.12,57748.4,1.11,0.607,5.2,3.77,20140702,148450.31,2.85,23.53,11.36,40.94,5.64,27072.0,19.31,19.53,19.44,19.28,14845.2,0.02,0.1,19.856,20.415,20.657,18261.91,23050.21,31302.79,0.52,-0.35,False
603585,苏利股份,化工原料,江苏,21.39,0.45,1.5,195135.81,140225.81,32102.8,72029.06,4.8,1.11,9.71,3.26,20161214,52886.76,3.53,6.25,27.65,36.86,15.64,14498.0,31.7,32.64,32.59,31.7,4819.89,0.56,1.75,32.45,33.036,34.703,5187.09,7870.33,12229.26,1.29,-0.36,False
603887,城地股份,建筑施工,上海,35.71,0.58,1.03,125578.82,111628.92,8551.5,42469.95,4.12,0.55,7.87,3.15,20161010,25813.2,2.51,40.27,9.17,19.37,8.83,12895.0,26.06,26.17,26.14,25.82,2519.51,0.32,1.24,26.314,27.693,29.447,4030.52,7270.98,7441.96,0.44,-0.36,False
002837,英维克,专用机械,深圳,57.6,0.49,2.03,98947.61,90627.61,1362.81,24267.48,1.2,0.29,3.14,6.88,20161229,24738.57,1.22,28.86,3.57,33.59,11.92,22488.0,26.6,28.0,27.82,25.68,94105.9,1.35,5.1,27.63,27.054,25.61,137306.19,113830.69,86496.95,19.11,-0.36,False
300274,阳光电源,电气设备,安徽,25.15,10.57,14.48,1527858.13,1264809.88,167681.44,311591.34,2.15,0.53,4.71,3.69,20111102,208187.41,1.44,105.58,152.93,27.15,11.31,30263.0,17.36,17.82,17.75,17.12,222553.64,0.53,3.08,17.956,19.106,19.527,295466.49,328888.87,304152.15,2.1,-0.36,False
300430,诚益通,电器仪表,北京,67.3,0.66,1.81,188290.56,110777.05,19435.27,106288.0,5.86,0.227,8.18,2.49,20150319,28070.48,1.55,39.02,14.37,37.31,11.42,9512.0,20.28,20.62,20.46,20.0,8878.53,0.11,0.54,20.336,20.738,27.272,12111.8,15666.02,23998.37,1.34,-0.36,False
603579,荣泰健康,医疗保健,上海,44.71,0.35,1.4,190844.34,145504.22,33590.98,73786.81,5.27,1.12,9.32,7.08,20170111,40042.64,2.86,49.62,10.78,38.78,12.14,8444.0,61.0,62.4,61.8,60.71,3541.0,1.04,1.71,61.456,62.493,63.151,5740.0,7577.03,10596.16,1.01,-0.36,False
600756,浪潮软件,软件服务,山东,149.47,3.24,3.24,274428.31,174970.09,19435.59,104014.25,3.21,0.091,6.33,2.88,19960923,60142.5,1.86,10.79,-27.92,50.12,4.18,60657.0,18.9,19.17,19.11,18.77,37085.2,0.33,1.76,19.314,19.639,19.825,62721.58,81480.65,87988.39,1.14,-0.36,False
603798,康普顿,石油加工,山东,28.12,0.85,2.0,98182.5,58316.11,31600.55,26247.93,1.31,0.483,4.11,4.41,20160406,31598.49,1.58,12.21,1.94,32.92,13.94,12234.0,17.19,17.48,17.43,17.13,4788.0,0.24,1.4,17.462,18.024,19.296,5679.4,7497.02,8571.86,0.56,-0.36,False
002691,冀凯股份,专用机械,河北,467.3,1.99,2.0,97115.71,69020.0,19043.48,44227.85,2.21,0.04,4.3,5.78,20120731,18877.95,0.94,35.09,-12.04,40.07,3.7,7331.0,25.8,25.8,25.62,25.27,1602.01,0.06,0.23,25.726,25.97,26.422,2859.59,3383.97,6141.58,0.08,-0.36,False
300495,美尚生态,环境保护,江苏,44.02,2.36,6.01,550857.13,346311.88,6403.14,152676.88,2.54,0.253,4.59,3.23,20151222,65819.55,1.1,166.77,57.82,25.9,12.33,16258.0,14.99,15.14,15.04,14.92,13998.29,0.18,1.21,14.954,14.906,15.018,20368.15,25259.4,31973.09,0.59,-0.36,False
300016,北陆药业,中成药,北京,33.01,2.54,3.26,109647.85,40001.65,19052.4,34673.48,1.06,0.318,3.12,4.48,20091030,30860.64,0.95,3.07,26.43,64.99,24.75,30384.0,13.51,13.74,13.55,13.45,22302.0,0.09,0.67,13.502,13.592,13.832,19591.09,22422.19,24743.96,0.88,-0.36,False
601900,南方传媒,出版业,广东,17.27,1.76,8.96,930028.13,515474.69,59652.25,185944.92,2.08,0.53,5.76,1.99,20160215,193164.56,2.16,0.93,28.56,30.98,11.52,42905.0,12.83,13.0,12.83,12.62,30653.82,-0.01,-0.08,12.916,12.807,12.871,49297.46,48080.36,66317.29,1.75,-0.36,False
300488,恒锋工具,机械基件,浙江,32.62,0.25,1.05,100333.0,44256.98,26530.41,32799.98,3.12,0.73,8.41,3.73,20150701,42081.3,4.0,62.29,43.47,56.59,32.82,7825.0,31.91,32.46,32.38,31.61,3338.6,0.47,1.47,31.968,33.333,35.253,4763.25,6837.07,12659.64,1.34,-0.37,False
300485,赛升药业,生物制药,北京,26.18,0.84,2.4,233257.75,167338.63,7582.77,103049.53,4.29,0.833,9.32,3.12,20150626,87997.38,3.67,3.22,-0.81,73.16,41.27,21006.0,28.9,29.33,29.24,28.9,4903.0,0.34,1.18,29.168,29.86,31.188,6977.93,11064.56,15974.37,0.58,-0.37,False
600848,上海临港,园区开发,上海,67.22,4.0,11.2,1239929.88,966894.19,4389.56,423993.44,3.79,0.262,5.71,4.11,19940324,97563.13,0.87,43.95,52.65,52.4,21.13,51214.0,24.01,24.9,24.7,24.0,49008.5,0.5,2.07,24.53,25.573,27.421,61031.58,88746.39,145784.73,1.23,-0.37,False
300540,深冷股份,专用机械,四川,141.79,0.43,0.8,90413.15,84696.34,1579.06,33366.78,4.17,0.13,7.98,3.07,20160823,19385.42,2.42,-38.54,-70.71,23.78,6.5,12015.0,24.5,24.85,24.74,24.49,2665.0,0.24,0.98,24.956,25.851,27.072,3099.21,6564.16,7854.11,0.62,-0.37,False
300349,金卡智能,电器仪表,浙江,35.06,1.57,2.38,360629.44,182918.52,18257.2,196943.3,8.28,0.75,11.96,2.9,20120817,61612.65,2.59,93.89,216.26,49.04,18.16,10641.0,31.25,32.1,32.01,31.25,12991.47,0.68,2.17,31.642,32.496,33.071,15351.3,21466.11,24593.9,0.83,-0.37,False
002778,高科石化,石油加工,江苏,73.47,0.56,0.89,74829.38,54788.21,8305.07,21435.85,2.41,0.244,6.84,3.49,20160106,27645.09,3.1,4.45,-13.58,14.15,5.06,13621.0,25.12,25.7,25.6,25.12,3689.0,0.63,2.52,25.294,26.026,27.193,6164.38,11908.05,22312.89,0.66,-0.37,False
000681,视觉中国,互联网,江苏,66.62,2.8,7.01,386399.72,88626.18,430.48,160035.42,2.28,0.232,3.51,5.88,19970121,78952.86,1.13,21.52,32.12,61.91,28.06,29191.0,18.38,18.5,18.22,18.0,15952.12,-0.13,-0.71,18.546,19.136,19.102,46005.11,45159.22,40288.09,0.57,-0.38,False
600037,歌华有线,影视音像,北京,21.44,11.68,13.92,1512826.38,913657.88,367955.59,654837.5,4.71,0.458,9.17,1.43,20010208,373515.91,2.68,-1.47,7.12,31.04,35.13,68828.0,15.08,15.14,14.97,14.6,165863.27,-0.18,-1.19,15.052,14.992,14.641,144825.51,167682.19,103102.7,1.42,-0.38,False
300367,东方网力,电脑设备,北京,61.59,5.49,8.55,590906.25,391683.03,14426.2,155599.69,1.82,0.192,3.93,4.02,20140129,94658.1,1.11,23.49,48.75,57.0,14.28,41009.0,15.82,16.68,16.68,15.5,181599.84,0.79,4.97,16.072,15.651,15.642,200001.68,161141.6,153111.72,3.67,-0.38,False
600764,中电广通,通信设备,北京,236.86,3.3,3.96,146762.55,89235.65,8604.92,4355.16,0.11,0.11,1.66,17.08,19961104,10223.37,0.26,-1.43,1925.2,26.25,16.05,12617.0,29.8,30.0,29.94,29.55,5129.06,0.16,0.54,31.364,32.425,33.356,9331.44,11868.88,13578.84,0.16,-0.38,False
000977,浪潮信息,电脑设备,山东,77.14,12.84,12.89,1555722.13,1360763.38,40577.3,422301.91,3.28,0.24,5.51,3.62,20000608,141136.72,1.09,85.91,-28.35,10.59,1.51,110896.0,18.87,19.67,19.49,18.81,373952.47,0.64,3.4,19.994,20.724,19.951,571129.33,684505.73,513370.26,2.91,-0.38,False
300379,东方通,软件服务,北京,75.12,1.88,2.77,192415.41,92119.43,409.66,118111.01,4.26,0.137,6.47,2.13,20140128,30802.95,1.11,-5.59,-15.56,74.86,20.0,27862.0,14.57,14.96,14.85,14.57,54752.5,0.3,2.06,14.506,14.476,14.942,64062.47,51834.57,68678.67,2.92,-0.38,False
300531,优博讯,软件服务,深圳,84.29,1.22,2.8,80558.56,67624.53,1013.07,2743.65,0.1,0.145,2.1,7.76,20160809,27088.05,0.97,32.22,9.03,37.43,14.5,22845.0,16.37,16.89,16.84,16.37,17000.49,0.47,2.87,16.81,17.145,18.1,17850.11,21494.6,35227.11,1.39,-0.38,False
300216,千山药机,医疗保健,湖南,99.67,2.61,3.61,449811.91,224934.97,49833.87,22273.2,0.62,0.123,3.36,4.86,20110511,55952.16,1.55,61.48,135.27,49.98,6.51,25120.0,17.18,17.49,17.47,17.18,18858.9,0.25,1.45,17.634,18.705,19.929,35686.11,39054.18,36574.72,0.72,-0.38,False
000913,钱江摩托,摩托车,浙江,136.86,4.54,4.54,383431.44,206408.73,74325.45,133568.52,2.95,0.113,5.36,3.83,19990514,32681.36,0.72,18.73,-7.36,21.66,2.75,13503.0,20.5,20.7,20.48,20.26,25400.13,0.12,0.59,21.168,21.306,20.457,51969.94,47322.53,41063.7,0.56,-0.38,False
002788,鹭燕医药,医药商业,福建,29.96,0.69,1.28,531407.19,447500.59,42742.59,65027.1,5.07,0.745,11.23,2.65,20160218,60871.3,4.75,13.71,21.5,7.55,1.6,26322.0,31.78,32.36,32.29,31.78,9998.31,0.43,1.35,32.68,33.74,34.875,12495.5,22464.89,25059.87,1.44,-0.39,False
002845,同兴达,元器件,深圳,42.29,0.48,2.01,310396.41,280216.47,20716.85,50258.78,2.5,0.54,5.31,5.55,20170125,34880.62,1.73,45.27,162.06,10.61,4.04,16168.0,30.23,31.1,30.97,30.23,26926.82,0.77,2.55,31.31,33.205,37.426,30643.21,38437.96,66975.15,5.61,-0.39,False
300563,神宇股份,通信设备,江苏,56.88,0.32,0.8,65439.96,36504.76,23562.77,15894.55,1.99,0.408,5.51,5.61,20161114,18301.4,2.29,0.74,14.14,25.93,13.78,11918.0,30.89,31.58,31.57,30.89,2095.0,0.47,1.51,31.718,32.252,33.443,3242.8,4563.96,6258.39,0.65,-0.39,False
300144,宋城演艺,旅游景点,浙江,21.4,11.52,14.53,840622.5,215496.55,171687.19,247631.66,1.7,0.632,4.95,3.64,20101209,306163.31,2.11,17.6,20.18,66.05,39.66,42395.0,19.18,19.18,19.06,18.75,65693.24,-0.06,-0.31,19.398,19.979,20.106,92058.97,92632.61,96167.74,0.57,-0.39,False
002101,广东鸿图,机械基件,广东,24.13,2.48,3.55,779729.63,349246.16,189736.06,301093.91,8.49,0.78,12.07,1.79,20061229,83197.67,2.35,88.3,101.4,24.94,6.77,15986.0,21.13,22.02,21.88,21.13,33771.35,0.56,2.63,20.964,21.001,21.552,19908.89,17935.45,26772.67,1.36,-0.39,False
002151,北斗星通,通信设备,北京,171.15,2.43,5.13,650997.19,349282.25,48198.8,359510.97,7.01,0.148,8.42,4.01,20070813,27505.9,0.54,27.2,45.58,30.34,5.43,65144.0,29.2,30.15,29.94,29.17,93727.49,0.78,2.67,30.972,31.511,31.252,160479.67,172439.22,180467.81,3.86,-0.39,False
603698,航天工程,专用机械,北京,35.76,0.89,4.12,381475.13,253883.17,65356.56,105933.5,2.57,0.416,5.99,3.31,20150128,86824.5,2.11,23.79,295.29,34.88,23.65,27476.0,20.88,21.26,21.16,20.8,6922.56,0.25,1.2,21.2,21.644,22.36,8923.85,11189.71,10191.42,0.78,-0.4,False
002801,微光股份,电气设备,浙江,40.04,0.29,1.18,94337.71,79123.31,11436.42,23643.51,2.0,0.671,6.85,5.23,20160622,42924.06,3.63,33.07,12.38,29.94,18.88,18434.0,35.14,35.8,35.61,35.02,2816.84,0.61,1.74,35.458,35.985,37.238,3410.73,4558.13,6133.72,0.96,-0.4,False
600614,鹏起科技,综合类,上海,56.29,12.91,17.53,812721.44,393609.72,125959.6,255651.91,1.46,0.147,2.76,3.98,19920828,47819.43,0.27,-10.34,31.43,34.7,17.06,43167.0,11.46,11.66,11.47,11.42,38529.15,-0.05,-0.43,11.628,11.869,12.096,55952.57,78525.07,114810.97,0.3,-0.4,False
002530,金财互联,专用机械,江苏,56.89,2.12,4.91,451306.94,237620.72,25632.25,295384.72,6.02,0.302,7.84,2.92,20101231,37645.23,0.77,134.29,1352.47,49.14,24.44,14214.0,23.37,23.5,22.98,22.66,18283.21,-0.37,-1.58,23.756,24.255,25.073,14051.43,23353.71,25715.74,1.07,-0.4,False
600584,长电科技,半导体,江苏,132.5,9.85,13.6,3124115.25,930211.63,1509517.63,680494.19,5.0,0.121,6.76,3.17,20030603,96034.25,0.71,26.93,176.63,10.01,0.98,73464.0,20.72,22.0,21.88,20.66,340398.16,1.0,4.79,22.516,23.017,23.262,491818.07,501850.39,552104.32,3.46,-0.41,False
601877,正泰电器,电气设备,浙江,19.93,13.24,21.51,4210073.0,2022340.38,1493429.88,1092475.5,5.08,0.93,8.93,2.72,20100121,527335.06,2.45,12.21,24.27,29.94,12.35,30310.0,24.74,25.25,25.01,24.67,99087.71,0.43,1.75,25.798,27.025,26.873,132706.87,138561.49,131344.37,0.75,-0.41,False
000663,永安林业,林业,福建,160.23,2.16,3.41,424257.59,200232.38,76139.25,160948.47,4.72,0.086,6.33,2.91,19961206,16222.05,0.48,-23.25,232.82,25.01,3.44,18333.0,16.67,17.23,17.22,16.59,20735.24,0.56,3.36,16.88,16.995,16.696,19472.95,23824.48,27125.73,0.96,-0.41,False
603089,正裕工业,汽车配件,浙江,29.76,0.27,1.07,103285.72,76218.13,14751.55,34444.28,3.23,0.581,6.57,3.51,20170126,21621.21,2.03,29.4,-8.42,26.64,9.85,15330.0,25.95,26.43,26.32,25.81,3968.38,0.36,1.39,26.338,27.054,28.664,6359.99,8056.46,8101.3,1.49,-0.41,False
603337,杰克股份,纺织机械,浙江,33.91,0.52,2.07,339582.25,247262.47,61159.46,81597.06,3.95,1.17,9.88,5.19,20170119,94011.81,4.55,48.49,46.57,29.79,11.08,8606.0,48.83,49.98,49.63,48.2,5704.21,0.55,1.12,50.544,50.366,50.833,10126.13,10885.33,11145.46,1.1,-0.42,False
600511,国药股份,医药商业,北京,17.94,2.78,7.67,1932731.75,1748930.75,59264.96,233648.2,3.05,1.15,10.29,2.53,20021127,438799.31,5.72,5.71,9.14,7.16,3.09,25425.0,26.99,27.17,27.08,26.76,21734.91,0.02,0.07,27.002,27.298,27.764,32567.6,32294.81,36807.47,0.78,-0.42,False
300246,宝莱特,医疗保健,广东,43.47,1.08,1.46,71762.36,41577.01,8291.42,8219.07,0.56,0.384,3.47,6.41,20110719,25304.31,1.73,25.08,9.64,38.04,10.83,19019.0,23.6,23.89,23.83,23.4,8033.0,0.06,0.25,23.726,24.08,24.83,9339.98,9847.25,10092.16,0.75,-0.42,False
300375,鹏翎股份,汽车配件,天津,28.19,1.34,2.02,157675.19,94692.6,50842.9,35444.65,1.76,0.47,7.12,2.28,20140127,66657.4,3.3,8.82,-11.07,26.14,10.48,11767.0,16.02,16.25,16.0,15.7,6169.6,-0.08,-0.5,16.072,16.505,16.659,6104.93,8884.97,9684.32,0.46,-0.42,False
603518,维格娜丝,服饰,江苏,38.51,1.48,1.52,640184.19,209219.75,10224.83,79540.9,5.22,0.37,10.25,1.87,20141203,55483.01,3.64,185.55,-15.91,68.26,3.67,11411.0,19.92,20.36,20.26,19.92,4469.14,0.34,1.71,20.05,20.628,21.769,5233.63,5395.57,5915.05,0.8,-0.42,False
300484,蓝海华腾,电气设备,深圳,33.53,0.94,2.08,103367.36,90467.02,3893.34,8232.95,0.4,0.514,3.29,6.98,20160322,35972.95,1.73,2.54,0.94,39.27,24.14,15890.0,24.22,24.72,24.67,24.21,5306.0,0.28,1.15,24.466,25.121,26.307,8344.43,9738.04,12990.76,0.57,-0.42,False
300615,欣天科技,元器件,深圳,94.65,0.2,0.8,49475.78,36697.0,7488.05,24576.0,3.07,0.263,5.53,6.01,20170215,9084.08,1.14,-4.92,-52.59,39.12,12.7,14348.0,29.61,31.47,31.03,29.61,9599.0,1.17,3.92,30.66,31.533,32.649,7579.88,10048.64,11383.74,4.8,-0.43,False
300456,耐威科技,元器件,北京,241.24,0.72,1.88,209687.61,79918.15,18640.63,95132.75,5.06,0.14,7.42,6.08,20150514,28094.69,1.5,180.4,49.41,33.74,6.3,10423.0,41.5,42.6,42.52,41.0,11851.28,1.42,3.46,43.248,44.112,44.017,17289.51,18747.18,19105.99,1.64,-0.43,False
000901,航天科技,航空,黑龙江,89.29,3.78,4.09,608435.5,347770.31,85165.88,260954.16,6.37,0.208,9.11,2.71,19990401,60490.65,1.48,11.51,58.55,20.43,2.08,56391.0,25.88,26.3,26.22,25.46,55506.81,0.13,0.5,26.144,25.293,25.819,104351.59,69101.15,51239.83,1.47,-0.43,False
300090,盛运环保,环境保护,安徽,2458.88,8.77,13.2,1178856.88,503344.5,70826.32,217017.77,1.64,0.003,3.96,2.34,20100625,138872.63,1.05,5.69,-97.75,30.47,0.3,28346.0,10.32,10.69,10.37,10.32,65242.75,-0.02,-0.19,10.318,10.501,10.754,95993.44,88976.17,99896.17,0.74,-0.43,False
000923,河北宣工,工程机械,河北,38.35,1.98,6.53,1290912.0,618832.75,138659.52,475930.16,7.29,0.62,9.81,2.39,19990714,141775.77,2.17,56.53,266.67,63.48,7.67,34433.0,23.5,24.67,24.1,23.06,96436.58,0.21,0.88,22.792,23.021,24.324,51142.28,40132.98,31817.66,4.87,-0.44,False
600597,光明乳业,乳制品,上海,25.74,12.24,12.24,1633029.88,750899.06,580576.06,147697.59,1.21,0.432,4.14,3.58,20020828,199709.94,1.63,6.73,24.28,34.43,3.2,44312.0,14.15,14.39,14.36,14.1,77764.09,0.21,1.48,14.78,15.2,15.046,145271.6,179813.88,175252.8,0.64,-0.44,False
300468,四方精创,软件服务,深圳,60.34,0.67,1.08,107502.67,77215.71,1557.03,62796.71,5.82,0.52,8.65,4.66,20150527,24663.95,2.29,40.29,30.68,48.33,16.32,13549.0,34.49,35.29,35.17,34.49,7123.74,0.45,1.3,35.196,36.309,39.823,7917.25,11290.15,11732.67,1.07,-0.45,False
